ticket_id,ticket_text,category,priority,created_at,resolution_time_hours,resolved_at,cleaned_text
TKT-3030,"laptop screen flickering and sometimes goes completely blakc, please help asap",Hardware,Medium,2024-02-10 17:45:00,26.77,2024-02-11 20:31:12.000000000,laptop screen flicker sometim goe complet blakc pleas help asap
TKT-1448,"at your convenience, our entire team - headphone jack on laptop broken, neeedd for client calls",Hardware,Low,2024-02-25 09:59:00,66.03,2024-02-28 04:00:48.000000000,conveni entir team headphon jack laptop broken neeedd client call
TKT-2465,"whole team blocked - my workstation - ethernet port on laptop loose, cable keeps falling out",Hardware,High,2024-01-27 15:55:00,9.06,2024-01-28 00:58:36.000000000,whole team block workstat ethernet port laptop loos cabl keep fall
TKT-3738,"the new joinre - hdmi monitor shows no signal after selep mode, tried restarting but no luck",Hardware,Medium,2024-03-12 13:10:00,44.52,2024-03-14 09:41:12.000000000,new joinr hdmi monitor show signal selep mode tri restart luck
TKT-3224,"new employee starting monday, need intranet portal and email access ready",Access/Login,Medium,2024-03-10 15:22:00,3.83,2024-03-10 19:11:48.000000000,new employe start monday need intranet portal email access readi
TKT-2406,"please help immediately, new employee starting monday, need intranet portal and email access ready, need this fixed today",Access/Login,High,2024-01-29 17:40:00,2.07,2024-01-29 19:44:12.000000000,pleas help immedi new employe start monday need intranet portal email access readi need fix today
TKT-0233,"our entire team - connected to wifi but no internet access on my machine, kindly resolve this",Network,Medium,2024-04-03 03:39:00,13.61,2024-04-03 17:15:36.000000000,entir team connect wifi internet access machin kindli resolv
TKT-3924,my laptop - shared calendar for procurement team not visible to new members,Email,Medium,2024-03-31 02:43:00,20.88,2024-03-31 23:35:48.000000000,laptop share calendar procur team visibl new member
TKT-0030,"wrong data committed to audit_log, need rollback assistance, already raised this verbally",Database,Medium,2024-03-09 08:45:00,57.03,2024-03-11 17:46:48.000000000,wrong data commit audit log need rollback assist alreadi rais verbal
TKT-1858,"network share \\WEBSVR-02\HR is inaccessible since yesterday afternoon, tried restarting but no luck",Network,Low,2024-02-02 09:26:00,27.33,2024-02-03 12:45:48.000000000,network share websvr num hr inaccess sinc yesterday afternoon tri restart luck
TKT-0391,"load balancer marking WEBSVR-02 as down, half the application is broken",Network,Low,2024-03-04 21:49:00,7.14,2024-03-05 04:57:24.000000000,load balanc mark websvr num half applic broken
TKT-3810,our entire team - calculator and snipping tool missing after windows 11 upgrade,Software,Low,2024-03-19 09:38:00,63.46,2024-03-22 01:05:36.000000000,entir team calcul snip tool miss window num upgrad
TKT-0739,"software installation failing with error 4011, tried restarting but no luck",Software,Low,2024-02-12 10:36:00,28.25,2024-02-13 14:51:00.000000000,softwar instal fail error num tri restart luck
TKT-2075,"i and my manager - ram seems low, machine very slow when opening 20 tabs",Hardware,Medium,2024-02-12 05:00:00,24.55,2024-02-13 05:33:00.000000000,manag ram seem low machin slow open num tab
TKT-3862,"start menu search not working after cumulative update, please escaalte if needed",Software,Low,2024-01-09 14:40:00,71.85,2024-01-12 14:31:00.000000000,start menu search work cumul updat pleas escaalt need
TKT-2611,wireless access poitn in lab 3 not broadcasting ssid,Network,Low,2024-03-26 20:43:00,9.24,2024-03-27 05:57:24.000000000,wireless access poitn lab num broadcast ssid
TKT-1500,"whenever you get a chance, start menu search not working afteer cumulative update",Software,Low,2024-03-06 17:51:00,33.66,2024-03-08 03:30:36.000000000,whenev get chanc start menu search work afteer cumul updat
TKT-2731,"low priority - need to reset mfa, lost access to authenticator app after phone change, any help appreciated",Access/Login,Low,2024-01-08 06:54:00,7.52,2024-01-08 14:25:12.000000000,low prioriti need reset mfa lost access authent app phone chang help appreci
TKT-3373,emails bouncing back with error 0x80070005,Email,High,2024-03-25 04:23:00,4.43,2024-03-25 08:48:48.000000000,email bounc back error 0x80070005
TKT-1921,"vpn client installer not working on wnidows 11, error 0xc000021a",Network,Low,2024-02-20 14:57:00,11.62,2024-02-21 02:34:12.000000000,vpn client instal work wnidow num error 0xc000021a
TKT-1629,"internet is completely down in cafeteria, 10 users affected please help",Network,Medium,2024-01-24 15:16:00,13.94,2024-01-25 05:12:24.000000000,internet complet cafeteria num user affect pleas help
TKT-3154,"critical issue - word document not saving, losing work repeatedly",Software,Critical,2024-01-18 10:36:00,8.53,2024-01-18 19:07:48.000000000,critic issu word document save lose work repeatedli
TKT-1685,"cannot work at all, outlook keeps crashing when i open attachments after the windows patch",Software,High,2024-01-17 15:09:00,13.94,2024-01-18 05:05:24.000000000,cannot work outlook keep crash open attach window patch
TKT-2802,hdmi monitor shows no signal aftr sleep mode,Hardware,Medium,2024-02-20 13:35:00,35.37,2024-02-22 00:57:12.000000000,hdmi monitor show signal aftr sleep mode
TKT-3320,"critical issuue - new employee starting monday, need ERP and email access eady, please look into it",Access/Login,Critical,2024-02-05 02:14:00,2.73,2024-02-05 04:57:48.000000000,critic issuu new employe start monday need erp email access eadi pleas look
TKT-0286,"outlook keeps crashing when i open attachments after the weekend, please esclate if needed",Software,Medium,2024-02-13 14:46:00,29.81,2024-02-14 20:34:36.000000000,outlook keep crash open attach weekend pleas esclat need
TKT-3268,"everyone affected - software upgrade broke integration with Salesforce, urgent",Software,High,2024-03-16 13:29:00,17.72,2024-03-17 07:12:12.000000000,everyon affect softwar upgrad broke integr salesforc urgent
TKT-2867,"intermittent packet loss to WEBSVR-02 causing application to freeze, need this fixed today",Network,Medium,2024-02-13 09:49:00,14.72,2024-02-14 00:32:12.000000000,intermitt packet loss websvr num caus applic freez need fix today
TKT-3611,"whenever you get a chance, word document not saving, losing work repeatedly, please look into it",Software,Low,2024-03-06 04:28:00,69.9,2024-03-09 02:22:00.000000000,whenev get chanc word document save lose work repeatedli pleas look
TKT-0536,"whenever you get a chance, wfi keeps dropping every 100 minutse, very annoying",Network,Low,2024-01-26 09:00:00,23.23,2024-01-27 08:13:48.000000000,whenev get chanc wfi keep drop everi num minuts annoy
TKT-3223,shared calendar for legal team not visible to new members,Email,Medium,2024-03-16 06:40:00,8.23,2024-03-16 14:53:48.000000000,share calendar legal team visibl new member
TKT-0664,user Vikram not abe to access Design after folder permission change,Access/Login,Medium,2024-01-15 11:28:00,6.98,2024-01-15 18:26:48.000000000,user vikram abe access design folder permiss chang
TKT-1560,"email attachments not downloading, just hows spinning wheel",Email,Medium,2024-03-25 17:00:00,15.09,2024-03-26 08:05:24.000000000,email attach download how spin wheel
TKT-3364,critical issue - wireless access point in cafeteria nnot broadcasting ssid,Network,High,2024-03-01 08:04:00,4.14,2024-03-01 12:12:24.000000000,critic issu wireless access point cafeteria nnot broadcast ssid
TKT-1399,"at your convenience, cannot ping DC001 from my laptop, 100 percent packet loss, kindly resolve this",Network,Low,2024-02-27 11:22:00,22.66,2024-02-28 10:01:36.000000000,conveni cannot ping dc001 laptop num percent packet loss kindli resolv
TKT-1058,"account disabled by mistake, cannot login to anything, please esclaate if needed",Access/Login,Medium,2024-01-25 12:33:00,9.43,2024-01-25 21:58:48.000000000,account disabl mistak cannot login anyth pleas esclaat need
TKT-1213,low priority - my desktop machine - sccheduled backup failed last night for AANLYTICS_DB,Database,Low,2024-02-27 02:14:00,66.84,2024-02-29 21:04:24.000000000,low prioriti desktop machin scchedul backup fail last night aanlyt db
TKT-0567,"site-to-site vpn tunnel keeps ropping, production systems unreachable",Network,Low,2024-03-16 12:37:00,16.89,2024-03-17 05:30:24.000000000,site site vpn tunnel keep rop product system unreach
TKT-3796,"need FSRV-02 whitelisted on firewall, currently blocked",Network,Critical,2024-03-05 18:41:00,2.8,2024-03-05 21:29:00.000000000,need fsrv num whitelist firewal current block
TKT-1811,critical issue - calendar ivite not appaering in other persons calendaar,Email,High,2024-01-27 16:59:00,3.66,2024-01-27 20:38:36.000000000,critic issu calendar ivit appaer person calendaar
TKT-1693,bulk email to legal bounced for 50 recipients,Email,Low,2024-01-29 17:12:00,13.81,2024-01-30 07:00:36.000000000,bulk email legal bounc num recipi
TKT-0995,"need access to CRM for finance team, approved by manager, kindly resolve his",Access/Login,Medium,2024-03-31 07:00:00,7.66,2024-03-31 14:39:36.000000000,need access crm financ team approv manag kindli resolv
TKT-2907,"meeting invites shownig wrong time zone for recipients, need this fixed today",Email,High,2024-04-03 09:24:00,12.64,2024-04-03 22:02:24.000000000,meet invit shownig wrong time zone recipi need fix today
TKT-0305,outlook desktop and web showing different inbox contents,Email,Medium,2024-03-25 08:50:00,15.61,2024-03-26 00:26:36.000000000,outlook desktop web show differ inbox content
TKT-2150,"urgent - my laptop - excel file says corrupted and wont open, need data urgently",Software,High,2024-01-15 20:01:00,18.94,2024-01-16 14:57:24.000000000,urgent laptop excel file say corrupt wont open need data urgent
TKT-0079,"docking station not detecting second monitor since last week, kindly resolve this",Hardware,Medium,2024-02-26 17:11:00,30.82,2024-02-28 00:00:12.000000000,dock station detect second monitor sinc last week kindli resolv
TKT-3686,"our entire team - email recall feautre not working, message already read, any help appreciated",Email,Medium,2024-01-15 23:18:00,17.81,2024-01-16 17:06:36.000000000,entir team email recal feautr work messag alreadi read help appreci
TKT-2118,"urgent - chrome not launching at all, task manager shows it running",Software,High,2024-01-10 13:58:00,18.79,2024-01-11 08:45:24.000000000,urgent chrome launch task manag show run
TKT-2002,"email encryption certificate expired, cannot send secure emails",Email,Medium,2024-02-16 16:47:00,12.26,2024-02-17 05:02:36.000000000,email encrypt certif expir cannot send secur email
TKT-0773,mobile phone not syyncing emails and calendar with outlook,Email,Low,2024-02-29 12:07:00,26.58,2024-03-01 14:41:47.999999999,mobil phone syync email calendar outlook
TKT-2235,i and my manager - windows update stuck at 80 percent for 80 hours now,Software,High,2024-03-14 17:28:00,12.44,2024-03-15 05:54:24.000000000,manag window updat stuck num percent num hour
TKT-2102,"critical issue - fingerprint login broken after windows update, have to type password, any help appreciated",Access/Login,High,2024-01-19 07:21:00,2.01,2024-01-19 09:21:36.000000000,critic issu fingerprint login broken window updat type password help appreci
TKT-0443,numpad not working after coffee spill on keyboard yesterday,Hardware,Medium,2024-03-13 08:30:00,27.74,2024-03-14 12:14:24.000000000,numpad work coffe spill keyboard yesterday
TKT-1285,all userrs in wng D - vpn credentials being rejected even after passwrd reset,Access/Login,Medium,2024-03-31 12:44:00,8.2,2024-03-31 20:56:00.000000000,userr wng vpn credenti reject even passwrd reset
TKT-3671,"low priority - antivirus quarantined Slack exe, need it whitelisted, tried restrating bbut no luck",Software,Low,2024-02-08 16:22:00,65.64,2024-02-11 10:00:24.000000000,low prioriti antiviru quarantin slack exe need whitelist tri restrat bbut luck
TKT-1190,"laptop hinge is broken, screen wobbles during calls",Hardware,Low,2024-03-05 19:50:00,34.03,2024-03-07 05:51:48.000000000,laptop hing broken screen wobbl call
TKT-0381,"low priority - database certificate expiring in 50 days, renewal needed, any help appeciated",Database,Low,2024-02-26 13:44:00,75.17,2024-02-29 16:54:12.000000000,low prioriti databas certif expir num day renew need help appeci
TKT-1111,"network switch in cafetria rebooted itself, connectivity lost for 2 users",Network,Medium,2024-01-21 17:56:00,21.76,2024-01-22 15:41:36.000000000,network switch cafetria reboot connect lost num user
TKT-2622,"whole team blocked - vpn clieent installer not workign on windows 11, error 0x800f0954",Network,High,2024-04-02 14:57:00,4.57,2024-04-02 19:31:11.999999999,whole team block vpn clieent instal workign window num error 0x800f0954
TKT-0683,"at your convenience, intermittent packet loss to FSRV-02 causing application to freeze",Network,Low,2024-01-09 01:05:00,29.7,2024-01-10 06:47:00.000000000,conveni intermitt packet loss fsrv num caus applic freez
TKT-1929,"ethernet port on laptop loose, cable keeps falling out",Hardware,Medium,2024-01-09 03:03:00,33.94,2024-01-10 12:59:24.000000000,ethernet port laptop loos cabl keep fall
TKT-1296,"touch screen on surface pro ot responding to input, this is blocking my work",Hardware,Medium,2024-02-10 20:20:00,33.66,2024-02-12 05:59:36.000000000,touch screen surfac pro ot respond input block work
TKT-1663,"please help immediately, desktop fan very olud, machine shutting down due to heat",Hardware,High,2024-03-18 11:19:00,11.52,2024-03-18 22:50:12.000000000,pleas help immedi desktop fan olud machin shut due heat
TKT-0980,"me and two colleagues - intermittent packet loss to WEEBSVR-02 causing application to freeze, already raised this verbally",Network,Medium,2024-01-23 17:56:00,14.33,2024-01-24 08:15:48.000000000,two colleagu intermitt packet loss weebsvr num caus applic freez alreadi rais verbal
TKT-2941,"all users in wing east - cannot aaccess old archived emails, search returns nothing, this is blocking my work",Email,Low,2024-04-05 11:55:00,46.3,2024-04-07 10:13:00.000000000,user wing east cannot aaccess old archiv email search return noth block work
TKT-0753,"whenever you get a chance, load balancer marking SRV-DB01 as down, half the application is broken, please escalate if needed",Network,Low,2024-01-29 13:36:00,11.99,2024-01-30 01:35:24.000000000,whenev get chanc load balanc mark srv db01 half applic broken pleas escal need
TKT-3231,"whole team blocked - Firefox using 99 percent cpu making laptop unusable, any help appreciated",Software,High,2024-02-15 22:27:00,15.04,2024-02-16 13:29:24.000000000,whole team block firefox use num percent cpu make laptop unus help appreci
TKT-0312,not urgent - cannot install Slack as it says another version already installed,Software,Low,2024-02-13 15:18:00,64.37,2024-02-16 07:40:12.000000000,urgent cannot instal slack say anoth version alreadi instal
TKT-2225,"production is down - the new joiner - chrome not launching at all, task manager shows it running, please help asap",Software,Critical,2024-03-28 08:26:00,5.8,2024-03-28 14:14:00.000000000,product new joiner chrome launch task manag show run pleas help asap
TKT-3061,me and two colleagues - cannot install Slack as it says another version already installed,Software,Low,2024-03-01 10:21:00,86.52,2024-03-05 00:52:12.000000000,two colleagu cannot instal slack say anoth version alreadi instal
TKT-1175,"computer not turning on, no lights no fan no response, please look into it",Hardware,Critical,2024-02-21 12:26:00,5.8,2024-02-21 18:14:00.000000000,comput turn light fan respons pleas look
TKT-2220,"me and two colleagues - scheduled backup ffailed last night for REPORTING_DB, thanks in advance",Database,Low,2024-02-05 09:03:00,39.74,2024-02-07 00:47:24.000000000,two colleagu schedul backup ffail last night report db thank advanc
TKT-0805,otp for two-factor auth not arriving on my registered number,Access/Login,Medium,2024-01-18 14:24:00,13.39,2024-01-19 03:47:24.000000000,otp two factor auth arriv regist number
TKT-1775,Excel license expired popup appearing every few minutes,Software,Low,2024-03-05 01:22:00,84.5,2024-03-08 13:52:00.000000000,excel licens expir popup appear everi minut
TKT-2016,"network switch in conference room A rebooted itself, connectivity lost for 5 users",Network,Low,2024-02-23 13:13:00,19.18,2024-02-24 08:23:48.000000000,network switch confer room reboot connect lost num user
TKT-2948,"several usres on my floor - vpn software and antivirus conflicting, one crashes the other, please help asap",Software,Low,2024-03-19 09:47:00,63.94,2024-03-22 01:43:24.000000000,sever usr floor vpn softwar antiviru conflict one crash pleas help asap
TKT-0854,"fingerprint login broken after windows update, have to type password, urgent pelase",Access/Login,Medium,2024-03-29 17:56:00,8.1,2024-03-30 02:02:00.000000000,fingerprint login broken window updat type password urgent pelas
TKT-0695,"site-to-site vpn tunnel keeps dropping, production systems unreachable, please escalaet if needed",Network,High,2024-03-29 11:57:00,4.31,2024-03-29 16:15:36.000000000,site site vpn tunnel keep drop product system unreach pleas escalaet need
TKT-0858,"chrome not launching at all, task manager shows it running, please escalate if needed",Software,Medium,2024-03-26 11:51:00,42.67,2024-03-28 06:31:12.000000000,chrome launch task manag show run pleas escal need
TKT-2227,"screen resolution changed after windows update, everything looks blurry, urgent please",Software,Critical,2024-03-11 11:17:00,9.56,2024-03-11 20:50:36.000000000,screen resolut chang window updat everyth look blurri urgent pleas
TKT-3069,"escalating this - bulk email to finnce bounced for 50 recipients, urgent please",Email,High,2024-03-12 21:07:00,18.36,2024-03-13 15:28:36.000000000,escal bulk email finnc bounc num recipi urgent pleas
TKT-2203,"outlook desktop and web showing different inbox contents, kinly resolve this",Email,Medium,2024-03-27 16:54:00,16.59,2024-03-28 09:29:24.000000000,outlook desktop web show differ inbox content kinli resolv
TKT-2212,"me and two colleagues - shared mailbox for ops not loading in outlook, alerady raised this verbally",Email,Medium,2024-02-17 17:22:00,23.68,2024-02-18 17:02:48.000000000,two colleagu share mailbox op load outlook aleradi rais verbal
TKT-2277,"my desktop machine - email recall feature not worikng, message already read",Email,Medium,2024-02-26 16:28:00,9.6,2024-02-27 02:04:00.000000000,desktop machin email recal featur worikng messag alreadi read
TKT-0966,"vpn software and antivirus conflicting, one crashes the other",Software,Medium,2024-02-19 22:08:00,20.86,2024-02-20 18:59:36.000000000,vpn softwar antiviru conflict one crash
TKT-2708,hte new joiner - wifi password was reset and now 15 users in wing aest cannot conect,Network,Low,2024-01-28 15:13:00,5.73,2024-01-28 20:56:48.000000000,hte new joiner wifi password reset num user wing aest cannot conect
TKT-2904,calendar invite not appearing in other persons calendar,Email,Medium,2024-04-06 15:01:00,12.91,2024-04-07 03:55:36.000000000,calendar invit appear person calendar
TKT-2210,"business impacted - several users on my floor - email attachments not downloading, just shows spinning wheel, kindly resolve this",Email,Critical,2024-01-16 13:15:00,3.36,2024-01-16 16:36:36.000000000,busi impact sever user floor email attach download show spin wheel kindli resolv
TKT-1951,"our entire team - onedrive not sycing, files stuck in pending since the power cut yesterday",Software,Medium,2024-04-02 08:26:00,36.82,2024-04-03 21:15:12.000000000,entir team onedr syce file stuck pend sinc power cut yesterday
TKT-1620,low priority - laptop screen flickering and sometimes goes completely black,Hardware,Low,2024-01-10 12:24:00,26.56,2024-01-11 14:57:36.000000000,low prioriti laptop screen flicker sometim goe complet black
TKT-1306,spaceabr and enter key sticking on my keyboard,Hardware,Medium,2024-03-31 14:00:00,8.9,2024-03-31 22:54:00.000000000,spaceabr enter key stick keyboard
TKT-0535,"production is down - excel file says corrupted and ont open, need data urgently, please help asap",Software,High,2024-01-08 14:27:00,9.62,2024-01-09 00:04:12.000000000,product excel file say corrupt ont open need data urgent pleas help asap
TKT-0533,"vpn client installer not working on windows 11, error 401",Network,Low,2024-02-11 23:33:00,15.04,2024-02-12 14:35:24.000000000,vpn client instal work window num error num
TKT-1973,start menu search not working after cumulative update,Software,Low,2024-03-13 01:52:00,56.31,2024-03-15 10:10:36.000000000,start menu search work cumul updat
TKT-2475,"wifi password was reset and now 100 users in wing ground floor cannot connect, thanks in advance",Network,Low,2024-02-09 15:49:00,12.52,2024-02-10 04:20:12.000000000,wifi password reset num user wing ground floor cannot connect thank advanc
TKT-1661,"at your convenience, excel file says corrupted and wont open, need data urgently, thanks in advance",Software,Low,2024-01-22 11:05:00,140.3,2024-01-28 07:23:00.000000000,conveni excel file say corrupt wont open need data urgent thank advanc
TKT-2637,SALES_DB not accepting nw connections after the windows patch,Database,Medium,2024-02-18 18:18:00,42.08,2024-02-20 12:22:48.000000000,sale db accept nw connect window patch
TKT-2457,touch screen on surface ppro not responding to input,Hardware,Medium,2024-03-02 10:00:00,35.75,2024-03-03 21:45:00.000000000,touch screen surfac ppro respond input
TKT-2312,"at your convenience, my laptop - sent emails stuck in outbox and not delivering",Email,Low,2024-01-15 02:57:00,26.84,2024-01-16 05:47:24.000000000,conveni laptop sent email stuck outbox deliv
TKT-3776,"whenever you get a chance, need read-only access to Confluence for upcoming audit by ops team",Access/Login,Low,2024-02-20 12:36:00,8.25,2024-02-20 20:51:00.000000000,whenev get chanc need read access confluenc upcom audit op team
TKT-2392,"locked out of my account after 2 failed attempts suddenly today, any help appreciated",Access/Login,Low,2024-03-15 15:40:00,15.92,2024-03-16 07:35:12.000000000,lock account num fail attempt suddenli today help appreci
TKT-1677,low priorrity - emails bouncing back with error 0x800f0954,Email,Low,2024-03-12 16:16:00,35.64,2024-03-14 03:54:24.000000000,low priorriti email bounc back error 0x800f0954
TKT-2804,"not urgent - i - software installation failing with error ERR_CONNECTION_RESET, need this fixed today",Software,Low,2024-03-01 05:16:00,36.46,2024-03-02 17:43:36.000000000,urgent softwar instal fail error err connect reset need fix today
TKT-0737,new joiner Rahul needs laptop setup and Salesforce access today,Access/Login,Medium,2024-01-26 00:38:00,10.92,2024-01-26 11:33:12.000000000,new joiner rahul need laptop setup salesforc access today
TKT-0289,no rush but i and my maanger - laptop screen flickering and sometimes goes completely black,Hardware,Low,2024-02-23 16:24:00,32.03,2024-02-25 00:25:48.000000000,rush maanger laptop screen flicker sometim goe complet black
TKT-3559,sent emails stuck in outbox and not delivering,Email,Medium,2024-03-04 05:06:00,20.19,2024-03-05 01:17:24.000000000,sent email stuck outbox deliv
TKT-3094,"email attachments not downloading, just shows spinning wheel",Email,Low,2024-04-02 21:37:00,17.54,2024-04-03 15:09:24.000000000,email attach download show spin wheel
TKT-1121,touch screen on surface por ont responding to input,Hardware,Medium,2024-03-06 22:16:00,28.74,2024-03-08 03:00:24.000000000,touch screen surfac por ont respond input
TKT-3707,critical issue - zoom freezes after 15 minuts on video calls,Software,High,2024-02-06 08:28:00,16.76,2024-02-07 01:13:36.000000000,critic issu zoom freez num minut video call
TKT-1810,"me and two colleagues - software upgrade broke integgration with Jira, urgent, please help asap",Software,Medium,2024-01-15 13:05:00,52.87,2024-01-17 17:57:12.000000000,two colleagu softwar upgrad broke integgr jira urgent pleas help asap
TKT-2678,"word document not saving, losing work repeatedly",Software,Low,2024-03-20 18:14:00,66.18,2024-03-23 12:24:48.000000000,word document save lose work repeatedli
TKT-1474,"cannot work at all, my desktop machine - pdf files not opening with adobe, asks to associate every time",Software,High,2024-02-20 18:00:00,7.29,2024-02-21 01:17:23.999999999,cannot work desktop machin pdf file open adob ask associ everi time
TKT-0653,zomo freezes after 30 minutes on video calls,Software,Low,2024-03-07 19:55:00,105.23,2024-03-12 05:08:48.000000000,zomo freez num minut video call
TKT-2078,outlook prompting for password every few minutes,Email,Low,2024-01-23 17:18:00,24.52,2024-01-24 17:49:12.000000000,outlook prompt password everi minut
TKT-0245,"account disabled by mistake, cannot login to anything, kindly resolve this",Access/Login,Medium,2024-03-02 09:42:00,18.75,2024-03-03 04:27:00.000000000,account disabl mistak cannot login anyth kindli resolv
TKT-3468,"dual monitor setup broke after driver update, only one screen works",Software,Medium,2024-02-03 21:36:00,16.86,2024-02-04 14:27:36.000000000,dual monitor setup broke driver updat one screen work
TKT-3698,"business impacted - network switch in wing B reooted itself, connectivity lost for 20 users, any help appreciated",Network,High,2024-01-11 12:36:00,5.62,2024-01-11 18:13:12.000000000,busi impact network switch wing reoot connect lost num user help appreci
TKT-1235,low priority - my desktop machine - sent emails stuck in outbox and not delivering,Email,Low,2024-01-26 17:34:00,27.35,2024-01-27 20:55:00.000000000,low prioriti desktop machin sent email stuck outbox deliv
TKT-1501,"low priroity - vpn not connecting since this morning, error 401 keeps showing",Network,Low,2024-03-07 21:09:00,14.35,2024-03-08 11:30:00.000000000,low priroiti vpn connect sinc morn error num keep show
TKT-3790,"low priority - the new joiner - need to reset mfa, lost access to authenticator app after phone change, urgent please",Access/Login,Low,2024-03-10 23:20:00,9.85,2024-03-11 09:11:00.000000000,low prioriti new joiner need reset mfa lost access authent app phone chang urgent pleas
TKT-0386,"all browser bookmarks disappeared after chrome update, need this fixed today",Software,High,2024-04-05 11:55:00,13.1,2024-04-06 01:01:00.000000000,browser bookmark disappear chrome updat need fix today
TKT-2630,"critical issue - machine boots into sfae mode randomly, very slow to use",Software,Critical,2024-01-29 12:36:00,8.85,2024-01-29 21:27:00.000000000,critic issu machin boot sfae mode randomli slow use
TKT-0639,software installation failing with error 0x800f0954,Software,Medium,2024-03-17 16:21:00,45.39,2024-03-19 13:44:24.000000000,softwar instal fail error 0x800f0954
TKT-1682,"need to reset mfa, lost access to authenticator app after phone chhange",Access/Login,Medium,2024-03-21 07:52:00,5.31,2024-03-21 13:10:36.000000000,need reset mfa lost access authent app phone chhang
TKT-0902,"new employee starting monday, need Zoho and email access ready, any help appreciated",Access/Login,Medium,2024-01-30 13:21:00,8.33,2024-01-30 21:40:48.000000000,new employe start monday need zoho email access readi help appreci
TKT-3285,"whenever you geet a chance, application cannot connecct to REPORTING_DB from FSRV-02 after the weekend, please escalate if needed",Database,Low,2024-01-24 05:28:00,53.54,2024-01-26 11:00:24.000000000,whenev geet chanc applic cannot connecct report db fsrv num weekend pleas escal need
TKT-1871,"onedrive not syncing, files stuck in pending since monday",Software,Low,2024-02-04 07:32:00,76.54,2024-02-07 12:04:24.000000000,onedr sync file stuck pend sinc monday
TKT-0469,"accounnt auto-locking every morning, happens around 9 am daily, this is blocking my work",Access/Login,Medium,2024-01-21 08:32:00,12.45,2024-01-21 20:59:00.000000000,accounnt auto lock everi morn happen around num daili block work
TKT-3418,"everyone affected - touch screen on sufrace prro not responding to input, urgent please",Hardware,Critical,2024-03-18 14:37:00,8.75,2024-03-18 23:22:00.000000000,everyon affect touch screen sufrac prro respond input urgent pleas
TKT-1135,everyone affected - software installation failing with error timeout,Software,High,2024-04-04 09:38:00,16.85,2024-04-05 02:29:00.000000000,everyon affect softwar instal fail error timeout
TKT-2387,critical issue - webcam not detected in teams and zoom on my laptop,Hardware,High,2024-04-05 12:52:00,6.31,2024-04-05 19:10:36.000000000,critic issu webcam detect team zoom laptop
TKT-3755,"business impacted - the new joiner - user Nisha not able to access Projects after folder permission change, this is blocking my work",Access/Login,High,2024-02-18 19:20:00,3.65,2024-02-18 22:59:00.000000000,busi impact new joiner user nisha abl access project folder permiss chang block work
TKT-1727,"our entire team - machine boots into safe mode randomly, very slow to use, thanks in advance",Software,Medium,2024-02-07 11:12:00,24.71,2024-02-08 11:54:36.000000000,entir team machin boot safe mode randomli slow use thank advanc
TKT-3007,"production is down - load balancer marking APPSRV-03 as down, half the application is broken, please look ino it",Network,High,2024-02-29 11:45:00,2.72,2024-02-29 14:28:12.000000000,product load balanc mark appsrv num half applic broken pleas look ino
TKT-0072,"at your convenience, onedrive not syncing, files stuck in pending after the weekend, kindly resolve this",Software,Low,2024-02-13 08:11:00,34.32,2024-02-14 18:30:12.000000000,conveni onedr sync file stuck pend weekend kindli resolv
TKT-1502,need bulk access provisioning for 3 new joiners in finance team,Access/Login,Low,2024-04-02 15:48:00,9.35,2024-04-03 01:09:00.000000000,need bulk access provis num new joiner financ team
TKT-0602,"ethernet port on laptop loose, cable keeps falling out",Hardware,Low,2024-03-16 10:07:00,28.57,2024-03-17 14:41:11.999999999,ethernet port laptop loos cabl keep fall
TKT-2303,calendar invite not appearing in othr persons claendar,Email,Medium,2024-02-19 10:32:00,5.3,2024-02-19 15:50:00.000000000,calendar invit appear othr person claendar
TKT-2978,conneced to wifi but no internet access on my machine,Network,Medium,2024-03-11 15:18:00,11.41,2024-03-12 02:42:36.000000000,connec wifi internet access machin
TKT-1967,"fingerprint login broken after windows update, have to type password",Access/Login,Critical,2024-03-12 17:28:00,2.2,2024-03-12 19:40:00.000000000,fingerprint login broken window updat type password
TKT-0744,email signature disappeared after recent outlook update,Email,High,2024-01-08 03:08:00,3.8,2024-01-08 06:56:00.000000000,email signatur disappear recent outlook updat
TKT-0585,"my workstation - teams stukc on grey loading screen, cannot join standup",Software,High,2024-03-30 11:22:00,23.95,2024-03-31 11:19:00.000000000,workstat team stukc grey load screen cannot join standup
TKT-2126,"desktop monitor has dead pixels in the center of screen, please help asap",Hardware,Medium,2024-02-11 15:18:00,25.93,2024-02-12 17:13:48.000000000,desktop monitor dead pixel center screen pleas help asap
TKT-2258,"need access to Jira fr sales team, approved by manager",Access/Login,Low,2024-03-19 01:27:00,13.24,2024-03-19 14:41:24.000000000,need access jira fr sale team approv manag
TKT-1327,"sql query timing out after 30 seconds on FSRV-02, any help appreciated",Database,Medium,2024-02-10 09:22:00,53.97,2024-02-12 15:20:12.000000000,sql queri time num second fsrv num help appreci
TKT-0772,"word document not saving, losing work repeatedly, thanks in advance",Software,Medium,2024-02-27 12:52:00,62.0,2024-03-01 02:52:00.000000000,word document save lose work repeatedli thank advanc
TKT-0475,"need access to Jira for sales team, approved by manager",Access/Login,Low,2024-02-01 09:06:00,15.37,2024-02-02 00:28:12.000000000,need access jira sale team approv manag
